,cited_assignee,cited_publication_number,citing_publication_number,citing_assignee,cited_cpc_code,citing_cpc_code,filing_year
198,SOCIAL DATA SCIENCES INC,US-2017255986-A1,US-10446144-B2,GOOGLE INC,G06Q30/06,G06F40/20,2017
199,WAL-MART STORES INC,US-2017124547-A1,WO-2019023521-A1,NURO INC,G06Q30/06,G07C9/008,2016
200,STATE GRID E COMMERCE CO LTD,CN-107240001-A,CN-108282474-A,UNIV SHANDONG,G06Q30/06,H04L63/08,2017
201,EBAY INC,US-2018108066-A1,US-2018300339-A1,FACEBOOK INC,G06Q30/06,G06F17/30,2016
202,VAST COM INC,US-2016343058-A1,US-10489809-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
203,ADOBE SYSTEMS INC,US-2017228811-A1,US-2019176864-A1,TOSHIBA TEC KK,G06Q30/06,B62B5/009,2016
204,PAYPAL INC,US-2018005287-A1,US-10462263-B2,AIRWATCH LLC,G06Q30/06,H04L67/34,2016
205,BANG SEUNG ON,KR-20170082294-A,KR-102077805-B1,ATENSYSTEM CO LTD,G06Q30/06,G06Q30/02,2016
206,BODEGA AI INC,US-2018165728-A1,US-10474991-B2,STANDARD COGNITION CORP,G06Q30/06,G06Q10/08,2017
207,ALIBABA GROUP HOLDING LTD,CN-108765045-A,WO-2019184598-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q20/32,2018
208,ARPENT LLC,US-2016232627-A1,US-10110721-B2,GM GLOBAL TECH OPERATIONS LLC,G06Q30/06,H04M1/725,2016
209,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018033066-A1,WO-2019165894-A1,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,G07G1/006,2016
210,FOCAL SYSTEMS INC,WO-2018018007-A1,US-10505057-B2,SYMBOL TECHNOLOGIES LLC,G06Q30/06,H01L31/02,2017
211,TRUECAR INC,US-2016364783-A1,US-10475105-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q30/02,2016
212,FOSHAN HUAPING YONGCHUANG ENERGY TECH CO LTD,CN-106355467-A,CN-107679938-A,CHENGDU UNI LINK ENERGY DEV CO LTD,G06Q30/06,G06Q30/06,2016
213,RATHUS SPENCER A,US-2017169495-A1,US-2016350398-A1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G06F16/28,2016
214,WAYWEARABLE INC,KR-20180064326-A,KR-20200011728-A,NAT UNIV CHUNGBUK IND ACAD COOP FOUND,G06Q30/06,G06Q30/02,2016
215,MAPLE TECH CO LTD,KR-101754734-B1,KR-20190006244-A,KONG MIN GI,G06Q30/06,G06Q50/22,2016
216,NEXTEV USA INC,US-2018012091-A1,US-2019176697-A1,MODULAR MINING SYSTEMS INC,G06Q30/06,B60Q9/00,2016
217,ALIBABA GROUP HOLDING LTD,CN-107103503-A,CN-108564038-A,XIAOYI TECH CO LTD,G06Q30/06,G06K9/007,2017
218,FACEBOOK INC,US-2018060041-A1,US-10181218-B1,STEELCASE INC,G06Q30/06,G06T19/00,2016
219,ALIBABA GROUP HOLDING LTD,CN-108228579-A,WO-2020024715-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/02,2016
220,EBAY INC,US-9779439-B2,US-10453108-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
221,SPEAKTOIT INC,US-2016349935-A1,US-10552543-B2,IBM,G06Q30/06,G06F16/24,2016
222,PULLIAM JENNIFER MARIE,US-2016210680-A1,US-2018047043-A1,IBM,G06Q30/06,G06Q30/02,2016
223,WAL-MART STORES INC,US-2017221129-A1,US-10445473-B2,WAL MART STORES INC,G06Q30/06,G06F19/34,2016
224,TATA CONSULTANCY SERVICES LTD,US-2016275594-A1,WO-2019226933-A1,TARGET BRANDS INC,G06Q30/06,G06Q30/06,2016
225,ERICSSON TELEFON AB L M (publ),WO-2017178870-A1,WO-2019169266-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06F21/62,2016
226,NIO USA INC,US-10388081-B2,US-10569740-B2,KIA MOTORS CORP,G06Q30/06,B60R2325/,2016
227,BEIJING JIECHU DONGFANG CULTURAL MEDIA CO LTD,CN-106991590-A,CN-107492027-A,YING RUI,G06Q30/06,G06Q30/06,2017
228,BEIJING XIAODU INF TECH CO LTD,CN-107093122-A,CN-109063736-A,KAOLA CREDIT SERVICE CO LTD,G06Q30/06,G06K9/627,2016
229,RESTAURANT REVOLUTION TECH INC,US-2017228814-A1,US-10534504-B2,CASIO COMPUTER CO LTD,G06Q30/06,G06F3/048,2017
230,WAL MART STORES INC,US-2018089749-A1,US-2019222753-A1,INTELLIGENT SECURITY SYSTEMS CORP,G06Q30/06,H04N5/232,2017
231,NIKE INC,US-10062097-B2,US-10430861-B2,NIKE INC,G06Q30/06,G06Q30/06,2016
232,EBAY INC,US-2018189863-A1,US-10140742-B2,APPLE INC,G06Q30/06,G06T11/60,2018
233,CAPITAL ONE SERVICES LLC,US-10007941-B1,US-10163070-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q10/08,2017
234,SK PLANET CO LTD,KR-20180108018-A,KR-102013269-B1,ETNERS CO LTD,G06Q30/06,G06Q30/06,2017
235,BBY SOLUTIONS INC,US-2017039607-A1,US-10049351-B2,BBY SOLUTIONS INC,G06Q30/06,G06Q20/18,2016
236,VILMOSH Rami,WO-2018002864-A2,WO-2018144650-A1,CHAUBARD FRANCOIS,G06Q30/06,G06Q20/20,2017
237,RATHUS SPENCER A,US-2017169495-A1,US-2016350398-A1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G06F17/30,2016
238,FACEBOOK INC,US-2017200209-A1,US-2017344624-A1,IBM,G06Q30/06,G06F16/28,2016
239,METAIL LTD,US-9881334-B2,US-2016217618-A1,METAIL LTD,G06Q30/06,G06T19/00,2016
240,EBAY INC,US-2016253738-A1,US-10387940-B2,IBM,G06Q30/06,G06Q30/06,2016
241,ICON HEALTH & FITNESS INC,US-2017193578-A1,US-10388183-B2,ICON HEALTH & FITNESS INC,G06Q30/06,G09B19/00,2016
242,EBAY INC,US-2016321743-A1,US-10185979-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
243,DIE SCHWEIZERISCHE POST AG,EP-3273401-A1,GB-2564224-A,INVENTOR E LTD,G06Q30/06,G06Q10/08,2017
244,YAHOO! INC,US-2017337611-A1,WO-2019160601-A1,EBAY INC,G06Q30/06,G06Q30/02,2016
245,WALMART APOLLO LLC,CA-3021014-A1,WO-2019231806-A1,WALMART APOLLO LLC,G06Q30/06,G06Q30/06,2017
246,ORDERGROOVE INC,US-2018204256-A1,US-10586266-B2,FREDRICH PAUL,G06Q30/06,G06Q30/06,2017
247,KIM HEE WON,KR-101723980-B1,KR-101935495-B1,PMEX,G06Q30/06,G06Q50/10,2016
248,TOBKIN JOSHUA D,US-2016239675-A1,CN-107872515-A,GREE ELECTRIC APPLIANCES INC ZHUHAI,G06Q30/06,H04L67/12,2016
249,XU YIJUN,CN-106934959-A,CN-107393179-A,LIU SHANSHAN,G06Q30/06,G07F17/00,2017
250,BEIJING MI MOBILE SOFTWARE CO LTD,CN-106296344-A,CN-107330126-A,BEIJING XIAODU INF TECH CO LTD,G06Q30/06,G06Q30/06,2016
251,STATE GRID CORP CHINA,CN-107240002-A,CN-109066658-A,SHENZHEN HET DATA RESOURCE AND CLOUD TECH CO LTD,G06Q30/06,H02J3/008,2017
252,Klevu Oy,US-2017200207-A1,US-2016328727-A1,CONTEXTLOGIC INC,G06Q30/06,G06Q30/02,2017
253,WAL-MART STORES INC,US-2017068238-A1,US-2017091476-A1,BASHEER BRUCE,G06Q30/06,G06F21/62,2016
254,MAZED MOHAMMAD A,US-2017221032-A1,US-10211970-B2,INTEL CORP,G06Q30/06,H04L7/007,2017
255,FUTURE DIAL INC,US-2018089733-A1,US-10503579-B2,FUTURE DIAL INC,G06Q30/06,G06F11/07,2017
256,IBM,US-2018218432-A1,US-2016227042-A1,GUBAGOO INC,G06Q30/06,G06Q30/02,2017
257,ONLINEK CO LTD,KR-20180110894-A,KR-102051982-B1,LITTLEPAGE INC,G06Q30/06,G06Q30/06,2017
258,ALIBABA GROUP HOLDING LTD,CN-107426275-A,WO-2018188621-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2017
259,BEIJING JINGDONG CENTURY TRADING CO LTD,CN-106022856-A,CN-106528379-A,ZHENGZHOU YUNHAI INFORMATION TECH CO LTD,G06Q30/06,G06F11/30,2016
260,MAZED MOHAMMAD A,US-2017316487-A1,US-10341478-B2,ESSENTIAL PRODUCTS INC,G06Q30/06,H04M1/028,2017
261,GM GLOBAL TECH OPERATIONS LLC,US-2017213273-A1,US-2019287282-A1,FORD GLOBAL TECH LLC,G06Q30/06,G06T11/60,2016
262,CINSAY INC,US-2017301003-A1,US-10205987-B2,SCORPCAST LLC,G06Q30/06,H04N21/43,2017
263,INTEL CORP,US-2017277365-A1,US-2018218433-A1,PENNER ROBERT,G06Q30/06,G06Q30/06,2016
264,MASTERCARD ASIA/PACIFIC PTE LTD,US-2017213268-A1,US-10140987-B2,IBM,G06Q30/06,G10L15/22,2017
265,ALLSTATE INSURANCE CO,US-9684924-B2,US-10382900-B1,ALLSTATE INSURANCE CO,G06Q30/06,H04W4/046,2016
266,KIM TEA BOG,KR-20160101688-A,KR-101858613-B1,GLOBAL DIGITAL CONTENTS JUNGGOWANG INC,G06Q30/06,G06Q50/22,2016
267,NEC CORP,US-2016284007-A1,CN-106991598-A,BAIFENDIAN CORP,G06Q30/06,G06Q30/06,2016
268,TENCENT TECH (SHENZHEN) COMPANY LTD,CN-106570388-A,WO-2018076789-A1,TENCENT TECH SHENZHEN CO LTD,G06Q30/06,G07F17/32,2016
269,SHENNIB ADNAN,US-2016350821-A1,US-9918171-B2,IHEAR MEDICAL INC,G06Q30/06,H04R25/70,2016
270,THE 41ST PARAMETER INC,US-10089679-B2,US-10535093-B2,THE 41ST PARAMETER INC,G06Q30/06,G06Q30/06,2017
271,ZHONGAN INFORMATION TECH SERVICE CO LTD,CN-107481090-A,WO-2019007306-A1,ZHONGAN INFORMATION TECH SERVICE CO LTD,G06Q30/06,G06Q30/06,2017
272,WAL MART STORES INC,US-2018121992-A1,US-10572932-B2,WAL MART STORES INC,G06Q30/06,G06Q30/06,2016
273,SHADECRAFT LLC,US-2017323356-A1,US-10169973-B2,IBM,G06Q30/06,G08B21/04,2016
274,MASTERCARD INTERNATIONAL INC,US-2016379290-A1,US-10546312-B2,SZETO MARGARET,G06Q30/06,G06Q30/02,2016
275,PAYPAL INC,US-2018174222-A1,US-10546312-B2,JIANG CHUNXI,G06Q30/06,G06Q30/02,2016
276,IBM,US-10049401-B2,US-10514262-B2,EBAY INC,G06Q30/06,G01C21/20,2017
277,VARMOUR NETWORKS INC,US-2018005296-A1,US-10091238-B2,VARMOUR NETWORKS INC,G06Q30/06,H04L63/14,2016
278,WAL-MART STORES INC,US-2017301000-A1,US-10430817-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/02,2017
279,TANG GRACE,US-2017293958-A1,WO-2019117893-A1,FACEBOOK INC,G06Q30/06,G06F3/011,2017
280,LIGHT & MAGIC TECH LTD,CN-108573403-A,WO-2019179409-A1,GUANGDONG KANG YUN TECH LIMITED,G06Q30/06,G06Q30/02,2018
281,MINSELY BRADFORD A,US-2019122293-A1,US-2019206165-A1,TAIWAN FU HSING IND CO LTD,G06Q30/06,G07C2009/,2018
282,TRUECAR INC,US-2017287043-A1,US-2019147419-A1,TERKEL KENNETH H,G06Q30/06,G06Q20/10,2017
283,IBM,US-2018121994-A1,US-2017064624-A1,FACEBOOK INC,G06Q30/06,H04W52/02,2017
284,UNIV HEFEI TECHNOLOGY,CN-106651519-A,CN-107909498-A,UNIV XIAMEN TECHNOLOGY,G06Q30/06,G06Q50/01,2016
285,ASCENT TECH INC,US-2016350885-A1,WO-2018195198-A1,ASCENT TECH INC,G06Q30/06,G06F16/35,2016
286,T-MOBILE USA INC,US-2016371756-A1,US-10572961-B2,GLOBAL TELSTARLINK CORP,G06Q30/06,G06Q50/26,2016
287,AGALMIC INC,US-2017300984-A1,WO-2019182851-A1,AMAZON TECH INC,G06Q30/06,G06Q30/06,2017
288,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-109034973-A,WO-2019233258-A1,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,G06Q30/06,2018
289,WAL-MART STORES INC,US-2017300999-A1,US-2019147228-A1,CHAUDHURI ALOKE,G06Q30/06,G06K9/003,2017
290,NEXTEV USA INC,US-2018012425-A1,US-2018018664-A1,CARROLL BRYAN,G06Q30/06,G06Q20/40,2016
291,KNACK LLC,US-2017076346-A1,US-10496763-B2,BEST APPS LLC,G06Q30/06,G06F17/50,2016
292,WAL-MART STORES INC,US-2017213271-A1,US-10417387-B2,WAL MART STORES INC,G06Q30/06,G06F19/34,2016
293,ORDERGROOVE INC,US-2018315111-A1,US-10586266-B2,FREDRICH PAUL,G06Q30/06,G06Q30/06,2018
294,SHANGHAI CLOUD PICK INTELLIGNET TECH CO LTD,CN-207783158-U,WO-2019120040-A1,SHANGHAI YUNNA INTELLIGENT TECH CO LTD,G06Q30/06,G01G19/00,2018
295,ORDERGROOVE INC,US-2018204256-A1,US-10275740-B2,ORDERGROOVE INC,G06Q30/06,G06Q10/08,2017
296,LIANYUNGANG QUATIUS DIGITAL TECH CO LTD,CN-108681940-A,WO-2019214672-A1,QUATIUS TECH CHINA LIMITED,G06Q30/06,G06Q30/06,2018
297,SQUARE INC,AU-2017301640-A1,US-10496973-B2,SQUARE INC,G06Q30/06,G06Q20/20,2017
298,PHILIPS LIGHTING HOLDING BV,WO-2017055119-A1,CN-108387230-A,UNIV DALIAN MINZU,G06Q30/06,G01C21/20,2016
299,HASSAN ABDELRAHMAN,US-2018158134-A1,CN-109344923-A,Baidu online network technology beijing co ltd,G06Q30/06,G06K17/00,2017
300,MICROSOFT TECHNOLOGY LICENSING LLC,US-2017213272-A1,US-2017324699-A1,CHAKRABORTY ADRIS,G06Q30/06,H04L51/32,2016
301,PROCTER & GAMBLE,US-2017270593-A1,US-2018341838-A1,LEMEZA ALEXANDER,G06Q30/06,G06K9/66,2017
302,DABIRI AMIR,US-10242394-B2,US-2017255940-A1,MASTERCARD INTERNATIONAL INC,G06Q30/06,G06Q20/40,2016
303,ECOATM INC,US-2017286921-A1,US-10362159-B1,ZOHO CORPORATION PRIVATE LTD,G06Q30/06,H04M1/725,2017
304,SHENZHEN LOUTONGBAO IND CO LTD,CN-107169827-A,CN-107944950-A,PING AN TECH SHENZHEN CO LTD,G06Q30/06,G06Q30/06,2017
305,PANASONIC IP MAN CO LTD,US-2018040046-A1,US-2017309273-A1,WAL-MART STORES INC,G06Q30/06,G06Q30/06,2016
306,WAL-MART STORES INC,US-9824386-B2,US-10482518-B2,WALMART APOLLO LLC,G06Q30/06,H04L67/32,2016
307,WAL MART STORES INC,US-2018068357-A1,US-10570000-B2,WALMART APOLLO LLC,G06Q30/06,B66F9/063,2017
308,BEIJING QIQI ZHIXIANG TECH DEVELOPMENT CO LTD,CN-107958410-A,CN-108769216-A,UNIV SOUTHWEST JIAOTONG,G06Q30/06,H04L67/12,2017
309,NEXTDOOR COM INC,EP-3098773-A1,FR-3061589-A1,PRAESTOO,G06Q30/06,G06Q30/06,2016
310,SHENZHEN LOUTONGBAO IND CO LTD,CN-106920152-A,CN-108230555-A,SHENZHEN GENUINE INNOVATIVE TECH CO LTD,G06Q30/06,G07F11/00,2017
311,TENCENT TECH (SHENZHEN) CO LTD,CN-105978873-A,WO-2017193863-A1,TENCENT TECH (SHENZHEN) COMPANY LIMITED,G06Q30/06,G06Q30/06,2016
312,ALIGN COMMERCE CORP,WO-2017070469-A1,WO-2019084571-A1,SPANGENBERG ERICH LAWSON,G06Q30/06,H04L9/323,2016
313,INCOPAY INFOTECH LTD,CN-106981017-A,CN-108364217-A,BINGO KEWEI BEIJING TECH CO LTD,G06Q30/06,G06Q30/06,2017
314,CHEN YUNG YEN,US-2018300801-A1,US-10395306-B1,Sourceability North America LLC,G06Q30/06,G06Q30/06,2017
315,STAGING DESIGN INC,US-2016253745-A1,US-10504288-B2,Patrick Piemonte & Ryan Staake,G06Q30/06,G06T19/00,2016
316,PAYPAL INC,US-2017236189-A1,US-2017279788-A1,INTERNET BRANDS INC,G06Q30/06,H04L63/08,2016
317,UNIV ZHEJIANG,CN-106897914-A,CN-107730346-A,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,G06Q30/06,G06Q30/06,2017
318,PAYPAL INC,US-2017278174-A1,EP-3474210-A1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q20/40,2016
319,RATHUS SPENCER A,US-2017169495-A1,US-10540389-B2,IBM,G06Q30/06,G06F16/58,2016
320,TENCENT TECH (SHENZHEN) CO LTD,CN-105719177-A,CN-106169975-A,TENPAY PAYMENT SCIENCE & TECH CO LTD,G06Q30/06,H04L51/32,2016
321,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097073-A,CN-106991334-A,ALIBABA GROUP HOLDING LTD,G06Q30/06,H04L9/063,2016
322,ANDON CHRISTOPHER,US-2016350833-A1,US-10575594-B2,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,A43D1/06,2016
323,PIRKL JOHANN,WO-2017198255-A1,WO-2019108569-A1,SONY CORP,G06Q30/06,H04N21/25,2017
324,STAPLES INC,US-2016314518-A1,US-10278047-B2,CISCO TECH INC,G06Q30/06,H04W4/80,2016
325,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107180371-A,US-10223731-B1,AMAZON TECH INC,G06Q30/06,G06Q30/06,2016
326,WESTFIELD RETAIL SOLUTIONS INC,US-2018033079-A1,US-10313269-B2,NETSPEED SYSTEMS INC,G06Q30/06,H04L49/15,2016
327,MICROSOFT TECHNOLOGY LICENSING LLC,US-2016196603-A1,US-10575067-B2,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,H04N21/81,2016
328,BOE TECHNOLOGY GROUP CO LTD,CN-109064253-A,WO-2020007177-A1,BOE TECHNOLOGY GROUP CO LTD,G06Q30/06,G06Q30/06,2018
329,NEXTEV USA INC,US-2018009321-A1,US-10395440-B2,NIO USA INC,G06Q30/06,G07C5/008,2016
330,WAL-MART STORES INC,US-2016314514-A1,GB-2573451-A,WALMART APOLLO LLC,G06Q30/06,G06Q10/08,2016
331,BODEGA AI INC,US-2018165728-A1,US-10535146-B1,ACCEL ROBOTICS CORP,G06Q30/06,G06T7/248,2017
332,LOOP COMMERCE INC,US-2019080388-A1,US-10540630-B2,LOOP COMMERCE INC,G06Q30/06,G06Q10/08,2018
333,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-108446944-A,CN-109195096-A,BEIJING CHUANGXIN JOURNEY NETWORK TECH CO LTD,G06Q30/06,H04W4/02,2018
334,24 7 CUSTOMER INC,US-2016210682-A1,WO-2018187310-A1,WALMART APOLLO LLC,G06Q30/06,G06Q10/08,2016
335,BEIJING JINGDONG CENTURY TRADING CO LTD,CN-109034973-A,WO-2020020137-A1,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,G06Q30/06,G06Q30/06,2018
336,TOP MY TANK LLC,US-2016321740-A1,US-10478929-B2,A3 Labs LLC,G06Q30/06,B23P19/04,2016
337,ALLSTATE INSURANCE CO,US-2018053237-A1,US-2017316685-A1,YUN SUK JU,G06Q30/06,G08G1/095,2016
338,TRUECAR INC,US-2017286983-A1,US-10489809-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2017
339,RICOH CO LTD,US-2017262922-A1,US-2019244700-A1,AGANYAN INC,G06Q30/06,G16H20/13,2016
340,NIKE INC,US-2018365760-A1,US-2019102945-A1,BOE TECHNOLOGY GROUP CO LTD,G06Q30/06,G06T19/00,2018
341,3D PRODUCT IMAGING INC,US-2016253746-A1,US-2017316004-A1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G06F16/24,2016
342,TENCENT TECH (SHENZHEN) CO LTD,CN-106228386-A,WO-2018196424-A1,BEIJING XIAODU INF TECH CO LTD,G06Q30/06,G06F16/95,2016
343,WAL-MART STORES INC,US-2017301001-A1,US-10430817-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/02,2017
344,ALIBABA GROUP HOLDING LTD,CN-108230057-A,WO-2020024717-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/02,2016
345,BANK OF AMERICA,US-2016162964-A1,CN-106981000-A,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06K9/006,2016
346,MONTICELLO ENTPR LLC,US-2018019984-A1,TW-I661312-B,UNIV NATIONAL CHIAO TUNG,G06Q30/06,G06Q10/06,2017
347,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-106056423-A,CN-107330764-A,GUANGDONG XINJI FENGCHAO TECH CO LTD,G06Q30/06,G06Q30/06,2016
348,LUNATECH LLC,US-2017091853-A1,US-10058129-B2,JUUL LABS INC,G06Q30/06,A24F47/00,2016
349,EBAY INC,US-2016267559-A1,US-10402848-B2,EBAY INC,G06Q30/06,G06Q30/02,2016
350,MARAMOJA TRANSP LTD,US-2017109805-A1,WO-2019008396-A1,AVOKO GROUP HOLDINGS LTD,G06Q30/06,G06Q10/00,2016
351,SNOW ERIC ADAM,US-2016203543-A1,WO-2019217420-A1,WALMART APOLLO LLC,G06Q30/06,G06Q10/06,2016
352,NHN ENTERTAINMENT CORP,KR-101779713-B1,KR-102054410-B1,BAAS LAB CORP,G06Q30/06,G06F16/18,2016
353,MINSELY CLIFTON P,US-2019122293-A1,US-10515498-B2,TAIWAN FU HSING IND CO LTD,G06Q30/06,G07C2009/,2018
354,HANSOLINTICUBE CO LTD,KR-20170090757-A,KR-101967384-B1,JUN IN HO,G06Q30/06,G06Q30/06,2016
355,HU KAIBIAO,CN-106682967-A,CN-107734160-A,UNIV HEFEI,G06Q30/06,H04M1/725,2017
356,CAPITAL ONE SERVICES LLC,US-2016321726-A1,US-10409867-B1,EXPERIAN INF SOLUTIONS INC,G06Q30/06,G06F16/95,2016
357,GUANGDONG JEG HOUSEHOLD NETWORK TECH CO LTD,CN-107169473-A,CN-107808469-A,UNIV NORTH CHINA SCIENCE & TECHNOLOGY,G06Q30/06,G07G1/004,2017
358,UNIV NINGBO,CN-106846124-A,CN-108198034-A,NANJING YITEFEI INFORMATION TECH CO LTD,G06Q30/06,G06Q30/06,2017
359,REN TIANMIN,CN-108230117-A,WO-2019144922-A1,REN TIANMIN,G06Q30/06,G06Q30/06,2018
360,SK PLANET CO LTD,KR-20160118195-A,KR-20190090133-A,NHN GODO CORP,G06Q30/06,G06Q30/02,2016
361,INTERACTIVE MEMORIES INC,US-2016328789-A1,US-2018189843-A1,FACEBOOK INC,G06Q30/06,G06Q30/02,2016
362,NIO USA INC,US-9946906-B2,US-2018018664-A1,PURVES THOMAS,G06Q30/06,G06Q20/40,2016
363,TOSHIBA TEC KK,EP-3447708-A1,EP-3528223-A1,TOSHIBA TEC KK,G06Q30/06,G06Q20/20,2018
364,MEGVII TECH LTD,CN-107909443-A,CN-109272393-A,UNIV FUJIAN TECHNOLOGY,G06Q30/06,G06Q30/06,2017
365,HANGZHOU QIBEI TECH CO LTD,CN-107093127-A,CN-109461238-A,BEIJING MOBIKE TECH CO LTD,G06Q30/06,G07C9/003,2017
366,HERBERT HOWARD C,US-2018096412-A1,US-10491474-B2,HOME BOX OFFICE INC,G06Q30/06,H04L41/08,2016
367,MASTERCARD ASIA/PACIFIC PTE LTD,US-2018108080-A1,WO-2019053589-A1,METCALF KENNETH GRANT,G06Q30/06,H04W12/06,2017
368,WUHAN QIMI NETWORK TECH CO LTD,CN-107492021-A,CN-108647801-A,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q40/00,2017
369,CUSTOMER FOCUS SOFTWARE LTD,US-2018033064-A1,US-10248971-B2,CUSTOMER FOCUS SOFTWARE LTD,G06Q30/06,G06Q30/02,2017
370,WAL MART STORES INC,US-2018068357-A1,US-10189691-B2,WALMART APOLLO LLC,G06Q30/06,B66F9/063,2017
371,BGC PARTNERS L P,WO-2018132596-A1,US-10482526-B2,BGC PARTNERS L P,G06Q30/06,G06Q30/06,2018
372,TOSHIBA TEC KK,US-2016203680-A1,US-2017200144-A1,PAYPAL INC,G06Q30/06,G06Q20/32,2016
373,T-MOBILE USA INC,US-2016371756-A1,US-2018007102-A1,AT & T IP I LP,G06Q30/06,H04L65/40,2016
374,CHENGDU WODE TECH CO LTD,CN-106251203-A,CN-106910112-A,LUODI CREATIVITY (WUHAN) TECH CO LTD,G06Q30/06,G06Q30/06,2016
375,NEXTEV USA INC,US-2018012279-A1,US-10304261-B2,NIO USA INC,G06Q30/06,G06Q30/06,2016
376,SHENZHEN LOUTONGBAO IND CO LTD,CN-106920152-A,CN-108332829-A,SHANGHAI CLOUD PICK INTELLIGNET TECH CO LTD,G06Q30/06,G07G1/000,2017
377,ALIBABA GROUP HOLDING LTD,CN-108765045-A,WO-2019184598-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2018
378,WAL-MART STORES INC,US-2017300992-A1,US-10430817-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/02,2017
379,WAL-MART STORES INC,US-2017262932-A1,US-10290047-B1,AMAZON TECH INC,G06Q30/06,G06Q30/06,2017
380,T-MOBILE USA INC,US-2016371756-A1,US-2018367477-A1,GM GLOBAL TECH OPERATIONS LLC,G06Q30/06,H04L51/04,2016
381,UNDER ARMOUR INC,US-2017287044-A1,US-10540708-B1,CAASTLE INC,G06Q30/06,G06Q30/06,2016
382,ADOBE SYSTEMS INC,US-2018053236-A1,US-10552491-B2,WALMART APOLLO LLC,G06Q30/06,G06F16/90,2016
383,WAL MART STORES INC,US-2018165747-A1,US-10409867-B1,EXPERIAN INF SOLUTIONS INC,G06Q30/06,G06F16/95,2017
384,SHANXI XIDE MARTIN NETWORK TECH CO LTD,CN-106022897-A,CN-107845284-A,UNIV BEIJING JIAOTONG,G06Q30/06,G08G1/148,2016
385,NANJING XINWANG INTERCONNECTION INFORMATION TECH CO LTD,CN-107220866-A,CN-107679915-A,PING AN TECH SHENZHEN CO LTD,G06Q30/06,G06Q30/02,2017
386,MINE ZERO GMBH,WO-2016145425-A1,WO-2018209138-A1,HERKEN ROLF,G06Q30/06,H04L63/04,2016
387,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,CN-106709788-A,CN-107870831-A,BEIJING UEHCHINA TECHN CO LTD,G06Q30/06,G06F11/14,2017
388,United parcel service america inc,US-2018018729-A1,US-10248993-B2,OPTITEX LTD,G06Q30/06,G06Q30/06,2017
389,STEELE OLIVER,US-10332195-B2,US-2019171499-A1,BANK OF AMERICA,G06Q30/06,G06F9/542,2016
390,STAPLES INC,US-2016314518-A1,US-10565550-B1,TARGET BRANDS INC,G06Q30/06,G06Q10/08,2016
391,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107316234-A,CN-108261078-A,XIAMEN INTRETECH INC,G06Q30/06,A47J31/00,2017
392,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,US-2018025408-A1,US-10458806-B2,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,G06Q30/06,G06Q30/02,2016
393,GORMLEY JOSEPH,US-2018075507-A1,CN-109552246-A,SHENZHEN UNITED XINTONG TECH CO LTD,G06Q30/06,B60R25/20,2017
394,MX TECH INC,US-2017255793-A1,US-2018285859-A1,YOO JUSTIN,G06Q30/06,G06Q30/02,2017
