,assignee_name,pub_number,cpc_code,filing_date,filing_year,country_code
316,MASTERCARD INTERNATIONAL INC,WO-2017019834-A1,G06Q30/06,20160728,2016,WO
317,UNIV HEFEI TECHNOLOGY,CN-105678607-A,G06Q30/06,20160107,2016,CN
318,INST INFORMATION IND,CN-108133383-A,G06Q30/06,20161202,2016,CN
319,HARDING GLEN,US-2018167781-A1,G06Q30/06,20160802,2016,US
320,COLLABORATIVE AGREEMENTS LLC,US-2017134169-A1,G06Q30/06,20161118,2016,US
321,HOMETOUCH CO LTD,US-2017161821-A1,G06Q30/06,20160909,2016,US
322,DOMEY CHRISTOPHER TAYLOR SCOTT,US-2018108067-A1,G06Q30/06,20160311,2016,US
323,EBAY INC,US-2016239889-A1,G06Q30/06,20160428,2016,US
324,MITSUBISHI ELECTRIC CORP,KR-20180128976-A,G06Q30/06,20161129,2016,KR
325,CONDUENT BUSINESS SERVICES LLC,US-2018089736-A1,G06Q30/06,20160923,2016,US
326,ALIBABA GROUP HOLDING LTD,US-10460373-B2,G06Q30/06,20161115,2016,US
327,KURTZ WILLIAM B,US-2017046760-A1,G06Q30/06,20160810,2016,US
328,NAVER CORP,KR-20170086250-A,G06Q30/06,20160118,2016,KR
329,KIM SUNG KUK,KR-101826647-B1,G06Q30/06,20161215,2016,KR
330,AMAZON TECH INC,US-10438266-B1,G06Q30/06,20160701,2016,US
331,BEAUVAIS KEN,US-10559019-B1,G06Q30/06,20160127,2016,US
332,JIANGXI BORUITONGYUN TECH CO LTD,CN-106779962-A,G06Q30/06,20161229,2016,CN
333,BROTHER IND LTD,JP-2018092558-A,G06Q30/06,20161221,2016,JP
334,TCL GROUP CO LTD,CN-106779946-A,G06Q30/06,20161216,2016,CN
335,FACEBOOK INC,IL-243971-D0,G06Q30/06,20160204,2016,IL
336,YE SULI,US-2018253769-A1,G06Q30/06,20160811,2016,US
337,AMAZON TECH INC,US-2016350825-A1,G06Q30/06,20160815,2016,US
338,XEROX CORP,US-2018075514-A1,G06Q30/06,20160915,2016,US
339,LG ELECTRONICS INC,KR-20180048089-A,G06Q30/06,20161102,2016,KR
340,WAL MART STORES INC,US-10475094-B2,G06Q30/06,20160324,2016,US
341,PALO ALTO RES CT INC,US-2017270590-A1,G06Q30/06,20160318,2016,US
342,EBAY INC,US-2016117407-A1,G06Q30/06,20160106,2016,US
343,DAOLSOFT INC,KR-20160089881-A,G06Q30/06,20160120,2016,KR
344,SERVICEPLAN GRUPPE FUR INNOVATIVE KOMMUNIKATION GMBH & CO KG,WO-2016189156-A1,G06Q30/06,20160527,2016,WO
345,FUJIFILM CORP,US-2016321732-A1,G06Q30/06,20160715,2016,US
346,GUANGXI ZHONGJIN DATONG ASSETS MAN CO LTD,CN-106779955-A,G06Q30/06,20161223,2016,CN
347,JUNG SEONG WON,KR-101796052-B1,G06Q30/06,20160805,2016,KR
348,HWANG YE CHANG,KR-20170092798-A,G06Q30/06,20160204,2016,KR
349,SK PLANET CO LTD,US-2017278177-A1,G06Q30/06,20161221,2016,US
350,FRABA B V,WO-2017202457-A1,G06Q30/06,20160525,2016,WO
351,Kwesi Jhannon Fanus,GB-2548809-A,G06Q30/06,20160323,2016,GB
352,EBAY INC,EP-3398152-A4,G06Q30/06,20161219,2016,EP
353,FORD MOTOR CO,DE-112016007455-T5,G06Q30/06,20161214,2016,DE
354,EBAY INC,CN-108475388-A,G06Q30/06,20161229,2016,CN
355,G-CLOUD TECH CO LTD,CN-106779913-A,G06Q30/06,20161125,2016,CN
356,LESHI HOLDING (BEIJING) CO,CN-105913293-A,G06Q30/06,20160330,2016,CN
357,SAMSUNG ECONOMIC RES INSTITUTE,KR-20170134011-A,G06Q30/06,20160527,2016,KR
358,HOME DEPOT PRODUCT AUTHORITY LLC,US-2018047083-A1,G06Q30/06,20160810,2016,US
359,IBM,US-2018101887-A1,G06Q30/06,20161010,2016,US
360,SOCIAL COMMUNICATIONS CO,US-2016196596-A1,G06Q30/06,20160310,2016,US
361,STEVANATO GROUP S P A,US-2018115543-A1,G06Q30/06,20160308,2016,US
362,ELECTRONIC COMMUNICATION TECH LLC,US-2016300281-A1,G06Q30/06,20160610,2016,US
363,INTERPARK CORP,KR-20160032073-A,G06Q30/06,20160309,2016,KR
364,INTERDEV,KR-20180054346-A,G06Q30/06,20161115,2016,KR
365,GOOD INFORMATION TECH CO LTD,KR-101829723-B1,G06Q30/06,20160909,2016,KR
366,AMAZON TECH INC,WO-2016141197-A1,G06Q30/06,20160303,2016,WO
367,PYRAMID COMPUTER GMBH,WO-2016134848-A1,G06Q30/06,20160223,2016,WO
368,MASTERCARD INTERNATIONAL INC,WO-2016191078-A1,G06Q30/06,20160509,2016,WO
369,MASTERCARD INTERNATIONAL INC,WO-2017112119-A1,G06Q30/06,20161110,2016,WO
370,UNIV LELAND STANFORD JUNIOR,JP-2017021868-A,G06Q30/06,20161102,2016,JP
371,SHIMONOV JOSEPH,CA-2931475-A1,G06Q30/06,20160530,2016,CA
372,AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC,US-2018114195-A1,G06Q30/06,20161026,2016,US
373,BEHR PROCESS CORP,PE-20170750-A1,G06Q30/06,20161129,2016,PE
374,CHUN SUNG JIN,KR-101741953-B1,G06Q30/06,20160624,2016,KR
375,GOOGLE LLC,US-10332171-B1,G06Q30/06,20160912,2016,US
376,KIM MIN SEOG,KR-20170090350-A,G06Q30/06,20161213,2016,KR
377,AMAZON TECH INC,WO-2017105929-A1,G06Q30/06,20161206,2016,WO
378,YANG CHEN,EP-3291148-A1,G06Q30/06,20161109,2016,EP
379,FRANCIS THOMAS,US-9741070-B2,G06Q30/06,20161019,2016,US
380,BOYD JEREMY,US-2017323366-A1,G06Q30/06,20160509,2016,US
381,THE BERRYM,WO-2017082548-A1,G06Q30/06,20161020,2016,WO
382,ALIBABA GROUP HOLDING LTD,WO-2016160522-A1,G06Q30/06,20160324,2016,WO
383,ALIBABA GROUP HOLDING LTD,SG-11201805400W-A,G06Q30/06,20161213,2016,SG
384,SK TELECOM CO LTD,KR-20180012100-A,G06Q30/06,20160726,2016,KR
385,ADEASE MEDIA RES SERVICES INC,CA-2935656-A1,G06Q30/06,20160711,2016,CA
386,EBAY INC,EP-3335132-A4,G06Q30/06,20160812,2016,EP
387,NIKE INNOVATE CV,EP-3248160-A1,G06Q30/06,20160121,2016,EP
388,SZAMOTULSKI MACIEJ,GB-201621229-D0,G06Q30/06,20161214,2016,GB
389,ROYAL APP LTD,EP-3254180-A1,G06Q30/06,20160201,2016,EP
390,WAL-MART STORES INC,CA-2987943-A1,G06Q30/06,20160613,2016,CA
391,ALIBABA GROUP HOLDING LTD,CN-107464269-A,G06Q30/06,20160602,2016,CN
392,METAIL LTD,US-2016275600-A1,G06Q30/06,20160527,2016,US
393,WALMART APOLLO LLC,US-10481765-B2,G06Q30/06,20161004,2016,US
394,BEIJING DIDI INFINITY SCIENCE AND TECH LTD,WO-2016138863-A1,G06Q30/06,20160302,2016,WO
395,DONGSEO TECHNOLOGY HEADQUTERS,KR-20180066643-A,G06Q30/06,20161209,2016,KR
396,ShopCo GmbH,WO-2017005873-A1,G06Q30/06,20160707,2016,WO
397,SICK AG,EP-3082094-A1,G06Q30/06,20160314,2016,EP
398,JIANGXI BORUITONGYUN TECH CO LTD,CN-106600383-A,G06Q30/06,20161229,2016,CN
399,WAL-MART STORES INC,CA-2988140-A1,G06Q30/06,20160616,2016,CA
400,RECRUIT HOLDINGS CO LTD,JP-2018010559-A,G06Q30/06,20160715,2016,JP
401,YOUSSEF EHAB,US-2016350830-A1,G06Q30/06,20160521,2016,US
402,WAL-MART STORES INC,US-2017004566-A1,G06Q30/06,20160915,2016,US
403,MASTERCARD INTERNATIONAL INC,US-2017161820-A1,G06Q30/06,20161207,2016,US
404,SK PLANET CO LTD,KR-20160128974-A,G06Q30/06,20161028,2016,KR
405,JIN JEONG SIK,KR-101715880-B1,G06Q30/06,20160310,2016,KR
406,BINJA INC,US-2016189272-A1,G06Q30/06,20160308,2016,US
407,LG ELECTRONICS INC,US-2016371765-A1,G06Q30/06,20160531,2016,US
408,MAGIC LEAP INC,WO-2016210354-A1,G06Q30/06,20160624,2016,WO
409,OCADO INNOVATION LTD,WO-2016124796-A1,G06Q30/06,20160208,2016,WO
410,KEENWAWA INC,WO-2017035543-A1,G06Q30/06,20160922,2016,WO
411,OMRON TATEISI ELECTRONICS CO,WO-2017086173-A1,G06Q30/06,20161102,2016,WO
412,AMAZON TECH INC,AU-2016215472-A1,G06Q30/06,20160202,2016,AU
413,EBAY INC,AU-2016213863-A1,G06Q30/06,20160812,2016,AU
414,WUHU CHUANGYI SCIENCE & TECH CO LTD,CN-106355469-A,G06Q30/06,20160829,2016,CN
415,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-106022856-A,G06Q30/06,20160505,2016,CN
416,SUNDARAM VISHNU GURUSAMY,US-2017116661-A1,G06Q30/06,20161021,2016,US
417,SCATTERLAB INC,US-2017098269-A1,G06Q30/06,20161020,2016,US
418,Sarkar Anjana,US-2017364897-A1,G06Q30/06,20160615,2016,US
419,CREEM BOX CO LTD,KR-20170087114-A,G06Q30/06,20160119,2016,KR
420,IBM,US-10565638-B2,G06Q30/06,20160728,2016,US
421,IBM,US-2018075510-A1,G06Q30/06,20160915,2016,US
422,ELLISON TONY,US-2017024797-A1,G06Q30/06,20160316,2016,US
423,DEUTSCH JEREMY R,US-2016371757-A1,G06Q30/06,20160420,2016,US
424,AUDATEX NORTH AMERICA INC,US-2016313878-A1,G06Q30/06,20160425,2016,US
425,FORWARD VENTURES CO LTD,KR-20160130176-A,G06Q30/06,20161024,2016,KR
426,PAYPAL INC,WO-2016161188-A1,G06Q30/06,20160331,2016,WO
427,ELSE CORP S R L,IT-201600088910-A1,G06Q30/06,20160901,2016,IT
428,UNIV SHANDONG,CN-106779937-A,G06Q30/06,20161209,2016,CN
429,WALMART APOLLO LLC,MX-2018005438-A,G06Q30/06,20161019,2016,MX
430,ZOU CHUNQIU,CN-106355466-A,G06Q30/06,20160822,2016,CN
431,CG LIB,FR-3060172-A1,G06Q30/06,20161212,2016,FR
432,FLX MEDIA LLC,US-2017131851-A1,G06Q30/06,20161110,2016,US
433,FORD MOTOR CO,US-2017206577-A1,G06Q30/06,20161014,2016,US
434,MIMURA JUNICHI,US-2018137559-A1,G06Q30/06,20161115,2016,US
435,FERRARI CRISTIANO,US-2017249681-A1,G06Q30/06,20160229,2016,US
436,IBM,US-2018108068-A1,G06Q30/06,20161013,2016,US
437,FLYING SAUCER HOLDINGS LLC,US-2017083970-A1,G06Q30/06,20161101,2016,US
438,CLOUDTAGS INC,US-2018075515-A1,G06Q30/06,20161223,2016,US
439,WAYWEARABLE INC,KR-20180064326-A,G06Q30/06,20161110,2016,KR
440,LEE GYENG HO,KR-20180022300-A,G06Q30/06,20160824,2016,KR
441,SQUARE INC,US-10580062-B1,G06Q30/06,20160628,2016,US
442,OATH INC,US-10510105-B2,G06Q30/06,20160610,2016,US
443,YU JAE HYUN,KR-101760717-B1,G06Q30/06,20161011,2016,KR
444,KIM GA LIM,KR-20160096546-A,G06Q30/06,20160129,2016,KR
445,ALIBABA GROUP HOLDING LTD,WO-2017028735-A1,G06Q30/06,20160811,2016,WO
446,NEXEN TIRE CORP,KR-20170036607-A,G06Q30/06,20160905,2016,KR
447,HITACHI LTD,WO-2017168704-A1,G06Q30/06,20160331,2016,WO
448,ALIBABA GROUP HOLDING LTD,CN-107301577-A,G06Q30/06,20160415,2016,CN
449,SEIKO EPSON CORP,JP-2018005408-A,G06Q30/06,20160629,2016,JP
450,MARIA FRANCISCA JONES,BR-112018013425-A2,G06Q30/06,20161230,2016,BR
451,FACEBOOK INC,IL-244078-D0,G06Q30/06,20160211,2016,IL
452,MASTERCARD INTERNATIONAL INC,EP-3387604-A1,G06Q30/06,20161207,2016,EP
453,ALIBABA GROUP HOLDING LTD,JP-2017037666-A,G06Q30/06,20160929,2016,JP
454,BLOOMREACH INC,US-10445812-B2,G06Q30/06,20160909,2016,US
455,WAL-MART STORES INC,US-2016260145-A1,G06Q30/06,20160304,2016,US
456,GEOPRI LLC,US-2016267570-A1,G06Q30/06,20160111,2016,US
457,RENTSAFARI COM INC,US-2017124640-A1,G06Q30/06,20161031,2016,US
458,MONSCIERGE INC,US-2017091845-A1,G06Q30/06,20160906,2016,US
459,BROTHER IND LTD,US-2016292774-A1,G06Q30/06,20160331,2016,US
460,HWANG YU BIN,KR-101728419-B1,G06Q30/06,20160511,2016,KR
461,ERDAHL SCOTT MICHAEL,KR-20180074059-A,G06Q30/06,20161223,2016,KR
462,MASTERCARD INTERNATIONAL INC,US-2017206593-A1,G06Q30/06,20160115,2016,US
463,LOTTE ALUMINIUM CO LTD,KR-20180078643-A,G06Q30/06,20161230,2016,KR
464,HARE DUNCAN CHARLES,US-2017186058-A1,G06Q30/06,20160722,2016,US
465,HANWHA TECHWIN CO LTD,US-2019244216-A1,G06Q30/06,20161109,2016,US
466,KIM SANG HYUN,KR-20170103434-A,G06Q30/06,20160304,2016,KR
467,REDFIN CORP,US-2016217523-A1,G06Q30/06,20160404,2016,US
468,CASIO COMPUTER CO LTD,EP-3147876-A1,G06Q30/06,20160627,2016,EP
469,JUNG KANG HEE,KR-20180002298-A,G06Q30/06,20160629,2016,KR
470,JINI CO LTD,EP-3128478-A1,G06Q30/06,20160107,2016,EP
471,BEIJING XIAOMI MOBILE SOFTWARE CO LTD,WO-2017219266-A1,G06Q30/06,20160622,2016,WO
472,LG ELECTRONICS INC,CN-106257523-A,G06Q30/06,20160415,2016,CN
473,GLOBAL MULTIMEDIA INVESTMENT UK LTD,CN-108369693-A,G06Q30/06,20160318,2016,CN
474,APPLE INC,HK-1223178-A1,G06Q30/06,20160923,2016,HK
475,MARIA FRANCISCA JONES,BR-112018013420-A2,G06Q30/06,20161230,2016,BR
476,GLOBAL MICRO SOLUTIONS (PTY) LTD,US-2017132697-A1,G06Q30/06,20161114,2016,US
477,IINE CARD JAPAN INC,US-2018268471-A1,G06Q30/06,20160914,2016,US
478,COUPGON INC,US-2017024801-A1,G06Q30/06,20160721,2016,US
479,OMRON TATEISI ELECTRONICS CO,US-2018260887-A1,G06Q30/06,20161102,2016,US
480,AMERICAN AIRLINES INC,US-10204367-B1,G06Q30/06,20160427,2016,US
481,MASTERCARD INTERNATIONAL INC,US-2017069014-A1,G06Q30/06,20160909,2016,US
482,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018033066-A1,G06Q30/06,20160801,2016,US
483,WESTERN DIGITAL TECH INC,HK-1212485-A1,G06Q30/06,20160108,2016,HK
484,BANK OF AMERICA,US-2018150899-A1,G06Q30/06,20161130,2016,US
485,FEOPLE CO LTD,KR-20170118440-A,G06Q30/06,20160415,2016,KR
486,NU,WO-2016207569-A1,G06Q30/06,20160624,2016,WO
487,JINI CO LTD,US-2017053273-A1,G06Q30/06,20160107,2016,US
488,GOOD NEWS LIFE CO LTD,KR-101699765-B1,G06Q30/06,20160923,2016,KR
489,JAGANNATH MS DEEPA,WO-2017051361-A1,G06Q30/06,20160923,2016,WO
490,EBAY INC,US-2017255985-A1,G06Q30/06,20160303,2016,US
491,HAGIWARA KENJI,US-2017255984-A1,G06Q30/06,20160302,2016,US
492,ZUTING INCORPORATED,US-2018232792-A1,G06Q30/06,20160808,2016,US
493,WAL-MART STORES INC,GB-2540667-A,G06Q30/06,20160616,2016,GB
494,WAL MART STORES INC,CA-2994006-A1,G06Q30/06,20160808,2016,CA
495,DE NICOLO FRANCESCO,IT-201600104761-A1,G06Q30/06,20161018,2016,IT
496,MEASUR3D INC,CN-107924532-A,G06Q30/06,20160810,2016,CN
497,SHENYANG BIRAN TECH CO LTD,CN-107203913-A,G06Q30/06,20160316,2016,CN
498,FINREON AG,CH-712796-A2,G06Q30/06,20160810,2016,CH
499,BEHR PROCESS CORP,KR-20170066256-A,G06Q30/06,20161130,2016,KR
500,OWIN INC,KR-20180056515-A,G06Q30/06,20161118,2016,KR
501,INST INFORMATION IND,TW-201822094-A,G06Q30/06,20161201,2016,TW
502,HITACHI LTD,WO-2018061083-A1,G06Q30/06,20160927,2016,WO
503,UNIVERSAL ENTERTAINMENT CORP,PH-12016000332-A1,G06Q30/06,20160923,2016,PH
504,RAKUTEN INC,WO-2018037524-A1,G06Q30/06,20160825,2016,WO
505,OMRON TATEISI ELECTRONICS CO,WO-2017086172-A1,G06Q30/06,20161102,2016,WO
506,WANG JING,CN-106204192-A,G06Q30/06,20160628,2016,CN
507,FORD GLOBAL TECH LLC,CN-106097031-A,G06Q30/06,20160429,2016,CN
508,ALIBABA GROUP HOLDING LTD,AU-2016355767-A1,G06Q30/06,20161109,2016,AU
509,BEIJING XIAODU INF TECH CO LTD,CN-107093122-A,G06Q30/06,20161202,2016,CN
510,UNIV SOUTHWEST PETROLEUM,CN-106056435-A,G06Q30/06,20160602,2016,CN
511,EMOOR CO LTD,US-2018137554-A1,G06Q30/06,20161202,2016,US
512,GANTS MICHAEL R,US-2016225111-A1,G06Q30/06,20160129,2016,US
513,INTERVICE ONE CO LTD,KR-20180022509-A,G06Q30/06,20160824,2016,KR
514,JAPAN TOBACCO INC,TW-I651674-B,G06Q30/06,20160218,2016,TW
515,YURPAL INC,WO-2016197070-A1,G06Q30/06,20160802,2016,WO
516,SAMSUNG ELECTRONICS CO LTD,KR-20170112569-A,G06Q30/06,20160331,2016,KR
517,PAY COCK CO LTD,KR-20180021557-A,G06Q30/06,20160822,2016,KR
518,SK PLANET CO LTD,KR-20160119030-A,G06Q30/06,20160930,2016,KR
519,WAL-MART STORES INC,US-9875503-B2,G06Q30/06,20160304,2016,US
520,APPLE INC,AU-2016100076-A4,G06Q30/06,20160127,2016,AU
521,FUJITSU LTD,EP-3174001-A1,G06Q30/06,20161118,2016,EP
522,ALIBABA GROUP HOLDING LTD,CN-107784540-A,G06Q30/06,20160826,2016,CN
523,ZHAO ZHE,CN-107657498-A,G06Q30/06,20160726,2016,CN
524,FOSHAN SHUNDE MIDEA ELECTRICAL HEATING APPLIANCES MFG CO LTD,KR-20180048449-A,G06Q30/06,20161222,2016,KR
525,IBM,US-2017278173-A1,G06Q30/06,20160325,2016,US
526,WATSCO VENTURES LLC,MX-2016004202-A,G06Q30/06,20160331,2016,MX
527,FACEBOOK INC,US-2017293955-A1,G06Q30/06,20161229,2016,US
528,COLANTONI CHRISTINAN C,US-2018101880-A1,G06Q30/06,20161006,2016,US
529,WAL MART STORES INC,US-2018121992-A1,G06Q30/06,20161031,2016,US
530,IBM,US-2018121987-A1,G06Q30/06,20161103,2016,US
531,QINGDAO HAIER DRUM WASHING MACHINE CO LTD,US-2018365756-A1,G06Q30/06,20161124,2016,US
532,CBS INTERACTIVE INC,US-2016196593-A1,G06Q30/06,20160121,2016,US
533,EBAY INC,US-2016117763-A1,G06Q30/06,20160106,2016,US
534,IBM,US-10210562-B2,G06Q30/06,20160908,2016,US
535,THRAMANN JEFF,WO-2017030793-A1,G06Q30/06,20160803,2016,WO
536,WAL-MART STORES INC,US-2017046773-A1,G06Q30/06,20160809,2016,US
537,DIMENSIONALMECHANICS INC,WO-2017004392-A1,G06Q30/06,20160630,2016,WO
538,MAGIC LEAP INC,CA-2989894-A1,G06Q30/06,20160624,2016,CA
539,GEMALTO SA,EP-3276566-A1,G06Q30/06,20160726,2016,EP
540,SEARS BRANDS LLC,US-2016284008-A1,G06Q30/06,20160329,2016,US
541,NIKE INC,US-2016117742-A1,G06Q30/06,20160104,2016,US
542,BILLPOST CO LTD,KR-20180016200-A,G06Q30/06,20160805,2016,KR
543,NEC DISPLAY SOLUTIONS LTD,WO-2018020658-A1,G06Q30/06,20160729,2016,WO
544,BILLPOST CO LTD,KR-20180016201-A,G06Q30/06,20160805,2016,KR
545,INTEL CORP,US-2017277365-A1,G06Q30/06,20160328,2016,US
546,CHON DAL YONG,KR-20170096545-A,G06Q30/06,20160216,2016,KR
547,MASTERCARD ASIA/PACIFIC PTE LTD,SG-10201605884S-A,G06Q30/06,20160718,2016,SG
548,SONY CORP,WO-2017098760-A1,G06Q30/06,20160902,2016,WO
549,ALIBABA GROUP HOLDING LTD,WO-2017080400-A1,G06Q30/06,20161104,2016,WO
550,RANGEME PTY LTD,WO-2016201525-A1,G06Q30/06,20160617,2016,WO
551,UNIV SHANGHAI JIAOTONG,CN-107239983-A,G06Q30/06,20160328,2016,CN
552,HUIZHOU TCL MOBILE COMMUNICATION CO LTD,CN-106651511-A,G06Q30/06,20161117,2016,CN
553,FACEBOOK INC,AU-2016418410-A1,G06Q30/06,20160816,2016,AU
554,BEIJING JINWEI TECH CO LTD,CN-106530513-A,G06Q30/06,20161028,2016,CN
555,DIGIMARC CORP,JP-2017108401-A,G06Q30/06,20161201,2016,JP
556,CHO JOON HO,CN-107851280-A,G06Q30/06,20160628,2016,CN
557,HENAN SPLENDOR SCIENCE & TECH CO LTD,CN-106779902-A,G06Q30/06,20161121,2016,CN
558,NAVER CORP,CN-105809503-A,G06Q30/06,20160119,2016,CN
559,IBM,US-2017337606-A1,G06Q30/06,20160517,2016,US
560,URBANBIN INC,US-2016292761-A1,G06Q30/06,20160330,2016,US
561,JONES MARIA FRANCISCA,SG-11201805520U-A,G06Q30/06,20161230,2016,SG
562,SK PLANET CO LTD,KR-20170141453-A,G06Q30/06,20160615,2016,KR
563,CHOI MIN KI,KR-20170112664-A,G06Q30/06,20160401,2016,KR
564,MASTERCARD INTERNATIONAL INC,MX-2017015820-A,G06Q30/06,20160518,2016,MX
565,MINTED LLC,US-9779448-B2,G06Q30/06,20160308,2016,US
566,CAPITAL ONE SERVICES LLC,US-2016321726-A1,G06Q30/06,20160429,2016,US
567,MASTERCARD INTERNATIONAL INC,WO-2017044261-A1,G06Q30/06,20160817,2016,WO
568,FANGCHENGGANG LYUHUAYUAN AGRICULTURAL AND FORESTRY TECH CO LTD,CN-107871261-A,G06Q30/06,20160928,2016,CN
569,WAL-MART STORES INC,US-2017103446-A1,G06Q30/06,20161005,2016,US
570,PAYPAL INC,US-2017032447-A1,G06Q30/06,20161012,2016,US
571,SCHILLING FRANK TAYLOR,US-2017011438-A1,G06Q30/06,20160613,2016,US
572,KNACK LLC,US-2017076348-A1,G06Q30/06,20160909,2016,US
573,Eye-Buy LLC,US-2017004554-A1,G06Q30/06,20160705,2016,US
574,KOREA INST IND TECH,KR-20170140877-A,G06Q30/06,20160614,2016,KR
575,KIM YEONG WOONG,KR-20180051784-A,G06Q30/06,20161109,2016,KR
576,BAĞATUR CENGIZ,WO-2017014704-A1,G06Q30/06,20160715,2016,WO
577,OWIN INC,KR-20180012370-A,G06Q30/06,20160726,2016,KR
578,FORD MOTOR CO,WO-2018111259-A1,G06Q30/06,20161214,2016,WO
579,ZHANG HAONAN,CN-105931104-A,G06Q30/06,20160425,2016,CN
580,WAL-MART STORES INC,JP-2016219034-A,G06Q30/06,20160725,2016,JP
581,WAL-MART STORES INC,CA-2952098-A1,G06Q30/06,20161215,2016,CA
582,ZENG QINGCHENG,CN-107316218-A,G06Q30/06,20160427,2016,CN
583,PAYPAL INC,CN-107430673-A,G06Q30/06,20160331,2016,CN
584,AGORA INTELLIGENCE INC,CN-108027927-A,G06Q30/06,20160519,2016,CN
585,KIM DONG GIL,KR-20180070850-A,G06Q30/06,20161219,2016,KR
586,MONRONEY LABELS LLC,US-2017337610-A1,G06Q30/06,20160520,2016,US
587,CUMMINS INC,US-2018144388-A1,G06Q30/06,20161118,2016,US
588,Lon Operations LLC,US-10417706-B1,G06Q30/06,20160511,2016,US
589,ACCENTURE GLOBAL SOLUTIONS LTD,US-2017068872-A1,G06Q30/06,20160902,2016,US
590,THE STAINLESS STEEL MONUMENT COMPANY PTY LTD,US-2018322555-A1,G06Q30/06,20161102,2016,US
591,SONY CORP,US-2016307253-A1,G06Q30/06,20160629,2016,US
592,PEYMAN DAVID KEAN,US-2016232586-A1,G06Q30/06,20160418,2016,US
593,CHO HEE EUN,KR-20160046764-A,G06Q30/06,20160226,2016,KR
594,PAYPAL INC,AU-2016100884-A4,G06Q30/06,20160617,2016,AU
595,SHOPPING AGENT CO LTD,KR-20180031362-A,G06Q30/06,20160920,2016,KR
596,WAL-MART STORES INC,MX-2016010076-A,G06Q30/06,20160803,2016,MX
597,GO DADDY OPERATING CO LLC,US-2016239900-A1,G06Q30/06,20160318,2016,US
598,SUMPLUS CO LTD,KR-20180027878-A,G06Q30/06,20160907,2016,KR
599,BBVA DATA & ANALYTICS S L U,WO-2016135297-A1,G06Q30/06,20160226,2016,WO
600,ALIBABA GROUP HOLDING LTD,WO-2017116519-A1,G06Q30/06,20160930,2016,WO
601,SHIN YU SEUNG,KR-20170098395-A,G06Q30/06,20160220,2016,KR
602,FOSHAN SHUNDE MIDEA ELECTRICAL HEATING APPLIANCES MFG CO LTD,CN-107819812-A,G06Q30/06,20161115,2016,CN
603,WAL-MART STORES INC,GB-2542899-A,G06Q30/06,20160728,2016,GB
604,BEIJING QIHOO TECH CO LTD,CN-106651532-A,G06Q30/06,20161229,2016,CN
605,PPG IND OHIO INC,CA-2986452-A1,G06Q30/06,20160519,2016,CA
606,PAYPAL INC,US-2017099575-A1,G06Q30/06,20161219,2016,US
607,HUHTAMAEKI OYJ,US-2018240183-A1,G06Q30/06,20160819,2016,US
608,MERCK SHARP & DOHME,WO-2017112132-A1,G06Q30/06,20161115,2016,WO
609,AVENNOMS CO LTD,KR-20170116289-A,G06Q30/06,20160408,2016,KR
610,LEE JUNG WOON,KR-20170101696-A,G06Q30/06,20160229,2016,KR
611,SIN KYUNG TAE,KR-101832946-B1,G06Q30/06,20161118,2016,KR
612,BUILD-E CONTRACTOR LTD,WO-2017002116-A1,G06Q30/06,20160629,2016,WO
613,WAL-MART STORES INC,WO-2017079015-A1,G06Q30/06,20161027,2016,WO
614,SONY CORP,WO-2017065017-A1,G06Q30/06,20160930,2016,WO
615,ALIBABA GROUP HOLDING LTD,WO-2017084521-A1,G06Q30/06,20161109,2016,WO
616,YAHOO JAPAN CORP,JP-2017167962-A,G06Q30/06,20160317,2016,JP
617,AIRSERVICE DIGITAL PTY LTD,AU-2016273968-A1,G06Q30/06,20161216,2016,AU
618,CLARI JEAN FRANCOIS,FR-3039304-A1,G06Q30/06,20160719,2016,FR
619,BESPOKE INC,JP-2017041281-A,G06Q30/06,20161128,2016,JP
620,PAYPAL INC,US-2018101881-A1,G06Q30/06,20161010,2016,US
621,PANASONIC IP MAN CO LTD,US-2018300802-A1,G06Q30/06,20160808,2016,US
622,GOGORO INC,US-2017039631-A1,G06Q30/06,20160804,2016,US
623,WALMART APOLLO LLC,MX-2018001330-A,G06Q30/06,20160808,2016,MX
624,WRIGHT KIMBERLI CHEUNG,US-2017103442-A1,G06Q30/06,20161012,2016,US
625,PRABHU SANTOSH,WO-2016157138-A1,G06Q30/06,20160401,2016,WO
626,COUPANG CORP,KR-101744323-B1,G06Q30/06,20160325,2016,KR
627,G-CLOUD TECH CO LTD,CN-106779924-A,G06Q30/06,20161201,2016,CN
628,TOSHIBA TEC KK,JP-2017219879-A,G06Q30/06,20160602,2016,JP
629,WAL MART STORES INC,GB-201605090-D0,G06Q30/06,20160324,2016,GB
630,GOOGLE INC,DE-102016125759-A1,G06Q30/06,20161228,2016,DE
631,POLTORAK ALEXANDER I,US-2016155183-A1,G06Q30/06,20160205,2016,US
632,IBM,US-10290050-B2,G06Q30/06,20160202,2016,US
633,SVG Media Pvt Ltd,US-2017091848-A1,G06Q30/06,20160307,2016,US
634,AMADEUS SAS,US-2017278157-A1,G06Q30/06,20160324,2016,US
635,OneMarket Network LLC,US-10482527-B2,G06Q30/06,20160728,2016,US
