,num_critic_for_reviews,gross,num_voted_users,facenumber_in_poster,num_user_for_reviews,content_rating,imdb_score,Biography,Comedy,Crime,Drama,Romance,Mystery_Thriller_Horror,Sci-Fi_Fantasy,Family_Animation,Action_Adventure,History_War,Others,director_rank,actor1_rank,actor2_rank,actor3_rank,gross_budget_ratio,log_duration,log_cast_total_facebook_likes,log_director_facebook_likes,log_budget,log_gross_budget_ratio,log_movie_facebook_likes,log_actor_1_facebook_likes,log_actor_2_facebook_likes,log_actor_3_facebook_likes
3376,136.0,7691700.0,12937,2.0,73.0,PG-13,7.5,0,0,0,1,0,0,0,0,0,1,0,8,3,4,3,0.76917,4.709530201312334,7.668561108015897,2.70805020110221,16.11809565095832,-0.2624432675881554,2.70805020110221,6.907755278982137,6.642486801367256,4.795790545596741
3378,322.0,292298923.0,185394,3.0,329.0,PG-13,5.5,0,0,0,1,1,0,1,0,1,0,0,7,5,5,7,2.435824358333333,4.74493212836325,10.988288231867655,5.955837369464831,18.60300230074632,0.8902852447577195,5.955837369464831,9.95227771670556,9.740968623038354,9.392661928770137
3379,359.0,1729969.0,68211,0.0,219.0,R,7.4,0,0,0,1,0,1,0,0,0,0,0,8,3,3,2,0.3459938,4.795790545596741,7.326465613840322,5.820082930352362,15.424948470398375,-1.0613344231601058,5.820082930352362,6.889591308354466,6.137727054086234,3.713572066704308
3380,469.0,1702277.0,84620,4.0,235.0,R,6.8,0,0,0,1,0,1,0,0,0,0,0,8,3,3,4,0.14185641666666668,4.59511985013459,8.531884740159228,0.0,16.300417207752275,-1.9529398831728866,0.0,8.006367567650246,6.907755278982137,6.253828811575473
3381,306.0,368049635.0,286877,0.0,284.0,PG,7.5,0,1,0,0,0,0,1,1,0,0,0,8,5,4,10,4.8427583552631575,4.584967478670572,9.384713758920963,5.616771097666572,18.146243898250606,1.5774844665048096,5.616771097666572,8.85366542803745,7.600902459542082,6.907755278982137
3382,147.0,37101011.0,30394,1.0,103.0,PG-13,5.8,0,1,0,1,0,0,0,0,0,0,0,7,3,3,3,0.927525275,4.553876891600541,6.975413927455952,4.584967478670572,17.50439001207821,-0.07523523419798522,4.584967478670572,6.003887067106539,5.8805329864007,4.356708826689592
3383,46.0,535249.0,3467,0.0,13.0,R,4.6,0,1,0,0,0,0,0,0,0,0,0,5,2,2,3,0.15742617647058826,4.454347296253507,6.643789733147672,2.302585092994046,15.03928598958639,-1.8487986514220534,2.302585092994046,5.241747015059643,4.875197323201151,4.836281906951478
3386,65.0,140705322.0,3302,0.0,14.0,R,7.5,0,1,0,0,0,0,1,1,1,0,0,8,5,6,4,7.4055432631578935,4.48863636973214,9.667448713236185,1.6094379124341003,16.759949537130716,2.002228809398464,1.6094379124341003,9.305650551780507,8.294049640102028,5.8998973535824915
3387,133.0,5895238.0,17169,1.0,70.0,R,5.5,0,1,0,0,0,0,0,0,0,0,1,6,6,4,4,0.9825396666666668,4.430816798843313,9.222565341598752,1.3862943611198906,15.60727002719233,-0.017614562856071107,1.3862943611198906,8.987196820661973,6.692083742506628,6.302618975744905
3388,184.0,71346930.0,78008,0.0,160.0,PG-13,6.7,0,0,0,1,1,1,0,0,0,0,0,8,2,3,4,2.548104642857143,4.74493212836325,7.348587530927593,6.270988431858299,17.14771506813948,0.9353498054918764,6.270988431858299,6.3561076606958915,6.102558594613569,5.783825182329737
3389,84.0,73000942.0,74351,1.0,233.0,G,1.6,0,0,0,0,0,0,0,0,0,0,1,6,2,2,2,5.615457076923077,4.74493212836325,6.570882962339584,5.342334251964811,16.38045991542581,1.7255229877131861,5.342334251964811,6.343880434126331,4.23410650459726,3.713572066704308
3390,231.0,9203192.0,45396,1.0,136.0,PG-13,6.8,0,1,1,1,0,0,0,0,0,0,0,8,6,2,3,1.8406383999999998,4.59511985013459,9.3350328159335,0.0,15.424948470398375,0.6101124679671377,0.0,9.305650551780507,4.663439094112067,4.430816798843313
3391,414.0,64572496.0,204327,0.0,471.0,PG-13,7.1,0,0,0,1,0,1,1,0,0,0,0,6,3,3,4,5.381041333333332,4.48863636973214,7.627544390488503,4.852030263919617,16.300417207752275,1.6828819118257337,4.852030263919617,6.870053411798126,6.142037405587356,5.916202062607435
3392,488.0,4563029.0,181472,5.0,514.0,R,7.0,0,0,0,1,0,1,1,0,1,0,0,8,5,3,4,0.11640380102040815,4.836281906951478,9.416215681723873,6.369900982828227,17.48418730476069,-2.1506900894034535,6.369900982828227,9.305650551780507,6.322565239927284,5.986452005284438
3393,488.0,148775460.0,243834,1.0,845.0,PG-13,7.6,0,0,0,1,1,0,0,0,0,0,1,8,6,5,9,2.4389419672131147,5.062595033026967,10.74082165340857,0.0,17.926384422137584,0.8915643252701494,0.0,9.903487552536127,9.472704636443673,9.305650551780507
3395,98.0,30920167.0,6476,4.0,71.0,PG-13,5.7,0,1,0,0,0,0,0,0,0,0,1,6,3,3,5,1.23680668,4.770684624465665,8.128290171607052,6.476972362889683,17.034386382832476,0.21253279987136373,6.476972362889683,6.907755278982137,6.650279048587422,6.5722825426940075
3396,168.0,25675765.0,60407,0.0,84.0,R,5.9,0,1,0,0,0,0,0,0,0,0,0,7,2,3,5,1.975058846153846,4.532599493153256,7.912056888179006,3.1780538303479458,16.38045991542581,0.6805981934301422,3.1780538303479458,6.313548046277095,6.269096283706261,6.212606095751519
3397,211.0,25863915.0,28257,0.0,151.0,PG-13,5.1,0,0,1,0,0,1,0,0,1,0,0,6,3,3,4,0.738969,4.61512051684126,7.81237820598861,5.877735781779639,17.37085861945369,-0.30249930749296255,5.877735781779639,6.810142450115136,6.09807428216624,5.924255797414532
3398,214.0,12626905.0,32567,3.0,106.0,R,6.3,0,0,1,1,0,1,0,0,1,0,0,8,5,5,8,0.63134525,4.74493212836325,10.211486825750804,5.365976015021851,16.811242831518264,-0.45990241868637394,5.365976015021851,9.546812608597396,9.392661928770137,6.875232087276577
3399,220.0,6851969.0,105591,1.0,178.0,R,7.1,0,1,0,1,1,0,0,0,0,0,0,8,4,5,4,2.7407876,4.553876891600541,9.214332393245721,3.970291913552122,14.73180128983843,1.0082453243509808,3.970291913552122,8.987196820661973,6.907755278982137,6.169610732491456
3400,110.0,301305.0,31414,0.0,180.0,R,4.3,0,0,0,1,1,0,0,0,0,1,0,6,2,2,3,0.02317730769230769,4.844187086458591,6.679599185844383,9.305650551780507,16.38045991542581,-3.7645815956890525,9.305650551780507,5.723585101952381,5.099866427824199,4.7535901911063645
3402,40.0,5355847.0,6110,1.0,82.0,PG-13,6.8,0,0,0,1,0,0,0,0,0,0,0,7,2,2,3,0.18167765535060004,4.672828834461906,7.044905117129371,2.302585092994046,17.19922070593898,-1.7055212866478975,2.302585092994046,6.298949246855942,5.575949103146316,5.501258210544727
3403,289.0,150368971.0,316671,4.0,301.0,R,7.0,0,1,1,0,0,0,0,0,0,0,0,7,2,3,8,4.064026243243244,4.770684624465665,8.138856750696325,3.7612001156935624,17.4264284706085,1.4021741677462871,3.7612001156935624,6.606650186198215,6.561030665896573,6.478509642208569
3404,486.0,4000304.0,145395,0.0,375.0,NC-17,7.3,0,0,0,1,0,0,0,0,0,0,0,8,5,3,5,0.6154313846153846,4.61512051684126,9.631022445889208,0.0,15.687312734865866,-0.48543181866955454,0.0,9.472704636443673,6.8001700683022,6.587550014824796
3406,149.0,2963012.0,48873,1.0,105.0,R,6.3,0,0,0,1,0,1,0,0,0,0,0,7,6,3,5,0.13468236363636366,4.5217885770490405,9.589940513889292,2.833213344056216,16.90655301132259,-2.004836134825713,2.833213344056216,9.546812608597396,5.54907608489522,5.442417710521793
3407,376.0,1987762.0,59297,0.0,216.0,R,6.7,0,0,1,1,1,1,0,0,0,0,0,6,6,3,4,0.1807056363636364,4.584967478670572,9.3803362790795,6.408528791059498,16.213405830762646,-1.710885890040656,6.408528791059498,9.305650551780507,6.025865973825314,5.5254529391317835
3408,276.0,21501098.0,115813,1.0,216.0,PG-13,7.4,0,1,0,1,0,0,0,0,0,0,0,8,5,3,5,4.300219599999999,4.634728988229636,9.033006356693267,5.365976015021851,15.424948470398375,1.4586660911629423,5.365976015021851,8.85366542803745,6.148468295917647,6.049733455231958
3409,57.0,793352.0,2551,1.0,25.0,PG-13,5.1,0,1,0,1,1,0,0,0,0,0,0,7,3,4,9,0.015355846853646934,4.634728988229636,8.263074835802596,6.63200177739563,17.760281261070663,-4.176258974956164,6.63200177739563,6.874198495453294,6.721425700790643,6.709304340258298
3410,326.0,61656849.0,184561,4.0,554.0,PG-13,6.7,0,0,0,0,0,0,1,0,1,0,0,8,7,3,4,0.5605168090909091,4.736198448394496,9.465602553171852,5.017279836814924,18.51599092375669,-0.5788960474621324,5.017279836814924,9.305650551780507,6.453624998892692,6.063785208687608
3411,234.0,1163508.0,20376,1.0,166.0,R,5.1,0,0,0,1,0,1,1,0,0,0,0,6,3,3,4,0.4654032,4.61512051684126,8.54830418644129,0.0,14.73180128983843,-0.7648511523318254,0.0,6.907755278982137,6.586171654854675,6.580639137284949
3412,416.0,155111815.0,228554,0.0,710.0,PG-13,6.1,0,0,0,1,0,0,1,0,1,0,0,7,6,5,6,0.9124224411764704,4.882801922586371,11.196583253025215,5.6131281063880705,18.951308995014536,-0.09165219310884404,5.6131281063880705,10.165851817003619,9.740968623038354,9.305650551780507
3414,249.0,47034272.0,25465,1.0,190.0,R,6.9,1,0,0,1,0,0,0,0,0,0,1,9,3,3,3,1.1758568,4.897839799950911,7.732369222284388,9.680344001221918,17.50439001207821,0.16199707335454125,9.680344001221918,6.779921907472252,6.023447592961033,5.459585514144159
3415,233.0,10499968.0,47498,3.0,212.0,R,5.7,0,0,1,1,0,1,0,0,1,0,0,8,3,2,3,0.2999990857142857,4.6913478822291435,7.284820912568604,6.115892125483034,17.37085861945369,-1.2039758519496278,6.115892125483034,6.907755278982137,5.327876168789581,4.787491742782046
3417,169.0,9639242.0,16437,0.0,68.0,PG-13,4.9,0,1,0,0,1,0,0,0,0,0,0,7,3,3,5,0.4016350833333333,4.48863636973214,8.607033895416027,3.713572066704308,16.99356438831222,-0.9122113555224416,3.713572066704308,7.600902459542082,6.907755278982137,6.741700694652055
3418,130.0,638476.0,13223,1.0,45.0,PG-13,6.6,0,1,0,0,0,0,0,0,0,0,1,6,4,4,4,0.4256506666666667,4.499809670330265,10.386068010861816,5.680172609017068,14.22097566607244,-0.8541363004212602,5.680172609017068,9.680344001221918,9.546812608597396,6.694562058521095
3420,487.0,45507053.0,237848,2.0,377.0,PG-13,7.8,0,1,0,1,1,0,0,0,1,0,0,9,7,6,6,2.8441908125,4.543294782270004,10.236776155340317,0.0,16.588099280204055,1.0452786026931724,0.0,9.472704636443673,9.472704636443673,6.326149473155099
3421,136.0,405614.0,15775,0.0,69.0,R,6.7,0,0,0,1,0,1,1,0,0,0,0,7,2,2,3,0.013758981632107542,4.442651256490317,6.236369590203704,4.859812404361672,17.19922070593898,-4.286063458510273,4.859812404361672,4.787491742782046,4.77912349311153,4.605170185988092
3422,147.0,6842058.0,36029,0.0,99.0,R,6.1,0,0,0,0,0,1,0,0,1,0,0,7,3,3,4,0.6842058000000001,4.406719247264253,8.247482004285693,4.465908118654584,16.11809565095832,-0.3794965294210695,4.465908118654584,6.907755278982137,6.364750756851911,6.095824562432225
3424,119.0,1339152.0,28276,1.0,64.0,PG,7.8,0,0,0,1,0,0,1,1,1,0,0,8,6,7,6,0.016492019704433498,4.68213122712422,10.316590087773504,3.9889840465642745,18.212425805131907,-4.104878669350816,3.9889840465642745,9.392661928770137,9.305650551780507,8.699514748210191
3425,38.0,594904.0,2582,0.0,89.0,PG-13,6.0,0,1,0,1,0,0,0,0,0,0,0,6,3,3,4,0.4957533333333333,4.68213122712422,7.498315870766981,2.6390573296152584,13.997832114758229,-0.7016767877857072,2.6390573296152584,6.907755278982137,5.799092654460526,5.6131281063880705
3428,285.0,67523385.0,104005,2.0,248.0,R,6.2,0,1,0,0,0,0,0,0,0,0,0,7,2,2,3,1.9292395714285715,4.897839799950911,6.956545443151569,0.0,17.37085861945369,0.6571259208354954,0.0,6.270988431858299,4.867534450455582,4.787491742782046
3429,113.0,36073232.0,8913,0.0,66.0,PG,5.2,0,0,0,0,0,0,0,1,1,0,0,5,3,3,3,0.4509154,4.465908118654584,7.58629630715272,3.7612001156935624,18.197537192638155,-0.7964755402239367,3.7612001156935624,6.782192056006791,5.981414211254481,5.3471075307174685
3430,288.0,7918283.0,41574,1.0,145.0,R,6.6,0,0,0,1,0,1,0,0,0,0,0,7,3,3,7,0.6598569166666667,4.672828834461906,7.799753318287247,3.295836866004329,16.300417207752275,-0.41573226039394273,3.295836866004329,6.498282149476434,6.3818160174060985,5.886104031450156
3431,414.0,14938570.0,111625,1.0,369.0,R,6.2,0,0,1,0,0,1,0,0,0,0,0,7,6,4,9,0.9959046666666668,4.574710978503383,9.548596730390898,5.198497031265826,16.523560759066484,-0.004103742176752167,5.198497031265826,9.305650551780507,6.709304340258298,6.617402977974478
3432,383.0,85017401.0,246803,3.0,474.0,R,6.7,0,0,0,0,0,1,0,0,1,0,0,7,7,6,6,0.9241021847826087,4.634728988229636,10.966144457721258,5.10594547390058,18.337299135013314,-0.07893262386346306,5.10594547390058,10.165851817003619,9.472704636443673,9.472704636443673
3433,218.0,12555230.0,18566,0.0,154.0,R,5.3,0,0,0,1,0,1,0,0,0,0,0,6,2,2,2,6.277615,4.454347296253507,5.384495062789089,2.1972245773362196,14.508657738524219,1.8369901312764685,2.1972245773362196,4.787491742782046,3.784189633918261,3.4657359027997265
3434,63.0,127437.0,4670,0.0,27.0,R,6.0,0,0,0,1,0,0,0,0,1,1,0,6,3,4,3,0.007079833333333333,4.795790545596741,7.54274354536855,0.0,16.70588231586044,-4.9505049120432325,0.0,6.881411303642535,6.466144724237619,5.231108616854587
3435,228.0,17683670.0,47227,0.0,323.0,PG-13,5.2,0,0,0,0,0,1,1,0,0,0,0,5,2,2,3,3.5367339999999996,4.454347296253507,7.326465613840322,2.833213344056216,15.424948470398375,1.2632037024193392,2.833213344056216,6.253828811575473,5.598421958998375,5.3230099791384085
3436,139.0,5348317.0,20810,0.0,100.0,R,7.1,0,1,0,1,0,0,0,0,0,0,1,8,5,4,4,0.5348316999999999,4.663439094112067,9.836920308264014,4.624972813284271,16.11809565095832,-0.6258031610158742,4.624972813284271,9.546812608597396,8.006367567650246,6.877296071497429
3437,377.0,189412677.0,272534,1.0,345.0,PG,7.8,0,1,0,0,0,0,1,1,1,0,0,8,3,4,5,1.1479556181818182,4.61512051684126,8.400884069015854,4.189654742026425,18.921456031864853,0.13798263702968558,4.189654742026425,6.882437470997847,6.836259277277067,6.725033642166843
3438,251.0,104007828.0,76828,0.0,314.0,R,5.8,0,0,0,0,0,1,0,0,0,0,0,6,2,3,4,20.8015656,4.543294782270004,7.771067086065406,3.1780538303479458,15.424948470398375,3.0350282531054553,3.1780538303479458,6.364750756851911,6.082218910376446,6.073044534100405
3439,324.0,12802907.0,70886,1.0,226.0,R,6.6,0,0,0,1,1,0,0,0,0,0,0,8,3,1,0,0.4342921157814599,4.859812404361672,7.618251097876695,6.1224928095143865,17.19922070593898,-0.8340378934595636,6.1224928095143865,7.600902459542082,3.5553480614894135,0.0
3441,203.0,27285953.0,48675,0.0,214.0,R,6.8,0,0,0,0,0,1,0,0,1,0,0,7,2,2,2,5.4571906,4.634728988229636,5.556828061699537,4.189654742026425,15.424948470398375,1.6969341152100461,4.189654742026425,5.043425116919247,4.356708826689592,2.5649493574615367
3443,297.0,102413606.0,310903,0.0,524.0,PG-13,6.8,0,0,0,0,0,1,1,0,1,0,0,7,3,2,3,3.0121648823529417,4.727387818712341,7.48605261786314,3.8501476017100584,17.341871082580436,1.1026590502564142,3.8501476017100584,6.895682697747868,5.003946305945459,4.859812404361672
3444,558.0,95720716.0,216032,0.0,640.0,R,7.4,0,0,0,1,0,1,0,0,0,1,0,8,3,4,4,2.3930179,5.056245805348308,7.922623574217286,0.0,17.50439001207821,0.8725552890486988,0.0,6.907755278982137,6.907755278982137,5.717027701406222
3445,255.0,86897182.0,106790,0.0,177.0,R,6.2,0,1,0,0,0,0,0,0,0,0,0,7,6,3,4,0.9147071789473684,4.442651256490317,9.134646527606982,4.7535901911063645,18.369387449564815,-0.08915128793324685,4.7535901911063645,8.987196820661973,5.802118375377063,5.796057750765372
3446,401.0,8093318.0,61935,0.0,242.0,R,6.7,0,1,1,1,1,1,0,0,0,0,0,8,2,2,3,0.4046659,4.997212273764115,6.561030665896573,0.0,16.811242831518264,-0.9046934905960244,0.0,5.318119993844216,5.181783550292085,5.1647859739235145
3447,270.0,7574066.0,30325,2.0,96.0,R,6.3,0,1,0,1,0,0,0,0,0,0,0,8,5,2,3,0.7574065999999999,4.574710978503383,8.751790892775563,5.958424693029782,16.11809565095832,-0.2778550495307565,5.958424693029782,8.699514748210191,4.9344739331306915,4.1588830833596715
3448,73.0,12495865.0,7100,0.0,35.0,PG,6.8,0,0,0,0,0,0,1,0,0,0,0,8,2,1,2,0.4238768312047797,4.51085950651685,6.289715570908998,4.382026634673881,17.19922070593898,-0.8583123583928388,4.382026634673881,6.159095388491933,3.4339872044851463,3.4339872044851463
3449,44.0,37440.0,12672,1.0,60.0,R,7.5,0,1,0,1,0,0,0,0,0,0,1,8,3,4,4,0.007488,4.653960350157523,7.593877844605118,0.0,15.424948470398375,-4.894453539806846,0.0,6.61338421837956,6.230481447578482,5.976350909297934
3450,305.0,52418902.0,147128,0.0,277.0,R,7.5,0,0,0,1,0,0,0,0,0,0,1,8,5,3,4,1.7472967333333334,4.820281565605037,9.733944008101389,6.739336627357174,17.216707939626428,0.5580698698099911,6.739336627357174,9.615805480084347,6.907755278982137,6.049733455231958
3451,574.0,25556065.0,355126,1.0,748.0,R,8.0,0,0,0,1,1,0,1,0,0,0,0,8,7,2,3,1.1111332608695652,4.836281906951478,9.87091270660395,0.0,16.951004773893423,0.10538045024173985,0.0,9.852194258148577,4.852030263919617,4.653960350157523
3452,538.0,150117807.0,358416,5.0,751.0,R,7.3,0,0,1,1,0,0,0,0,0,0,0,8,6,6,7,3.752945175,4.927253685157205,11.32674045464155,6.602587892189336,17.50439001207821,1.322540911732832,6.602587892189336,10.4341158035983,10.043249494911286,9.546812608597396
3453,164.0,26049082.0,76791,3.0,100.0,R,6.1,0,1,0,0,1,0,0,0,0,0,0,7,2,3,4,3.25613525,4.543294782270004,6.931471805599453,2.9444389791664403,15.89495209964411,1.1805409859753746,2.9444389791664403,5.8944028342648505,5.834810737062605,4.762173934797756
3454,121.0,35057332.0,45394,0.0,72.0,PG-13,6.5,0,0,0,1,1,0,0,0,0,0,1,7,3,3,4,1.062343393939394,4.59511985013459,8.489410810403786,3.5553480614894135,17.312018119430753,0.06047721701348681,3.5553480614894135,8.006367567650246,6.386879319362645,6.07073772800249
3455,322.0,115603980.0,103589,0.0,351.0,PG-13,7.2,1,0,0,1,0,0,0,0,0,1,1,6,2,4,4,1.7785227692307692,4.919980925828125,7.9854843567338225,9.305650551780507,17.98989782785991,0.5757831148157172,9.305650551780507,6.645090969505644,6.548219102762372,6.142037405587356
3456,150.0,18004225.0,28573,2.0,87.0,PG-13,5.7,0,1,0,1,1,0,0,0,0,0,0,7,3,3,4,1.3849403846153847,4.672828834461906,8.007700012884026,4.382026634673881,16.38045991542581,0.32565709511389934,4.382026634673881,7.600902459542082,5.54907608489522,5.529429087511423
3457,349.0,60522097.0,158720,0.0,744.0,PG-13,4.9,0,0,0,0,0,0,1,0,1,0,0,7,6,4,4,0.4655545923076923,4.605170185988092,9.55874117946267,0.0,18.683045008419857,-0.7645259124331367,0.0,9.210340371976184,6.849066282633458,6.795705775173514
3458,99.0,71442.0,12029,0.0,32.0,PG,7.9,0,1,1,1,0,0,0,1,0,0,0,9,4,3,3,0.007441875,4.382026634673881,8.82893352896109,0.6931471805599453,16.077273656438063,-4.900632445758835,0.6931471805599453,8.699514748210191,6.456769655572163,5.225746673713202
3459,417.0,21383298.0,187170,3.0,376.0,R,7.3,0,0,1,1,0,1,0,0,0,0,0,8,6,3,4,1.4255532,4.941642422609304,10.446189678949377,5.736572297479192,16.523560759066484,0.35455994891271964,5.736572297479192,10.404262840448617,6.617402977974478,6.428105272684596
3460,433.0,17613460.0,91082,0.0,274.0,R,7.8,0,1,0,1,0,0,0,0,1,0,0,8,3,4,6,1.4677883333333333,4.74493212836325,8.242229891372231,6.591673732008658,16.300417207752275,0.38375673269373023,6.591673732008658,6.907755278982137,6.738152494595957,6.432940092739179
3461,121.0,64238770.0,19547,0.0,64.0,PG,5.8,0,1,0,0,0,0,0,1,1,0,0,6,7,5,6,1.529494523809524,4.442651256490317,9.841346155998279,1.9459101490553132,17.553180176247643,0.4249373042228915,1.9459101490553132,9.546812608597396,8.006367567650246,6.53813982376767
3464,371.0,31569268.0,172965,0.0,627.0,R,6.9,0,0,1,1,0,1,1,0,1,0,0,8,6,4,7,0.6442707755102041,4.787491742782046,10.045464431431677,6.495265555937008,17.7073308560749,-0.43963618237906704,6.495265555937008,9.903487552536127,7.600902459542082,6.218600119691729
3465,90.0,48637684.0,16979,4.0,42.0,R,6.1,0,1,0,0,1,0,0,0,0,0,0,6,3,4,5,3.89101472,4.605170185988092,7.937374696163295,3.6375861597263857,16.34123920227253,1.3586699770844408,3.6375861597263857,6.725033642166843,6.693323668269949,6.131226489483141
3467,224.0,3254172.0,29282,1.0,105.0,R,6.2,1,0,0,1,0,1,0,0,0,0,0,7,5,5,3,0.11622042857142854,4.852030263919617,10.500591784882543,5.955837369464831,17.14771506813948,-2.1522666447543966,5.955837369464831,9.852194258148577,9.740968623038354,5.313205979041787
3469,459.0,150832203.0,341058,2.0,713.0,PG-13,6.7,0,0,0,0,0,1,1,0,1,0,0,8,5,4,6,1.774496505882353,4.9344739331306915,10.009018053745592,5.123963979403259,18.258161814454592,0.5735167240308232,5.123963979403259,9.546812608597396,8.517193191416238,6.907755278982137
3470,216.0,11434867.0,59637,1.0,130.0,PG-13,7.1,0,0,0,1,1,1,0,0,0,0,0,8,8,5,6,1.9058111666666664,4.624972813284271,10.846517581599905,3.8918202981106265,15.60727002719233,0.6449077272214628,3.8918202981106265,10.085809109330082,9.546812608597396,9.210340371976184
3471,576.0,259746958.0,496749,1.0,742.0,PG-13,7.8,0,0,0,0,0,0,1,0,1,0,0,8,7,5,5,1.5279232823529412,4.912654885736052,10.496482851145633,4.543294782270004,18.951308995014536,0.42390948159966996,4.543294782270004,9.852194258148577,9.305650551780507,7.600902459542082
3473,183.0,68558662.0,86627,0.0,204.0,PG,5.9,0,0,0,0,0,0,1,1,1,0,0,6,4,3,5,0.7617629111111112,4.663439094112067,9.294865327045871,4.465908118654584,18.31532022829454,-0.27211991198380087,4.465908118654584,8.987196820661973,6.862757913051401,6.822197390620491
3474,355.0,40983001.0,181025,2.0,336.0,R,7.7,0,0,1,1,0,1,0,0,0,0,0,8,5,5,5,5.8547144285714285,4.6913478822291435,10.232359551812772,6.115892125483034,15.761420707019587,1.7672472219185074,6.115892125483034,9.615805480084347,9.210340371976184,6.859614903654202
3475,239.0,42345531.0,104831,0.0,423.0,R,5.4,0,0,0,0,0,1,1,0,1,0,0,7,6,3,4,0.6514697076923077,4.564348191467836,9.793281985215103,6.300785794663244,17.98989782785991,-0.4285243797494759,6.300785794663244,9.546812608597396,6.907755278982137,6.881411303642535
3476,82.0,200803.0,7988,3.0,71.0,R,5.3,0,1,0,0,0,0,0,0,0,0,0,6,2,3,3,0.06693433333333333,4.532599493153256,7.2909747781429814,4.356708826689592,14.914122846632385,-2.704043239705233,4.356708826689592,6.284134161070802,5.75890177387728,5.2832037287379885
3477,275.0,16684352.0,67893,0.0,163.0,R,6.3,0,1,0,0,1,0,0,0,0,0,0,8,2,3,3,0.9814324705882352,4.718498871295094,7.094234845924755,9.305650551780507,16.64872390202049,-0.01874206988605856,9.305650551780507,5.953243334287785,5.407171771460119,5.0689042022202315
3478,158.0,35537564.0,49671,1.0,166.0,R,6.0,0,1,0,0,0,0,0,0,0,0,0,6,10,3,4,3.090222956521739,4.6913478822291435,10.088430670035034,2.3978952727983707,16.25785759333348,1.128243242520819,2.3978952727983707,9.998797732340453,6.7464121285733745,6.018593214496234
3479,166.0,83024900.0,62424,0.0,90.0,PG,6.5,0,1,0,0,0,0,0,1,1,0,1,7,6,4,4,0.6149992592592592,4.564348191467836,9.765144602914383,2.5649493574615367,18.720785336402702,-0.4861342156328336,2.5649493574615367,9.680344001221918,6.78105762593618,6.137727054086234
3480,271.0,4007792.0,101287,0.0,260.0,R,7.0,0,1,0,1,1,0,0,0,0,0,0,8,3,4,6,5.343722666666666,4.454347296253507,7.906178840394815,5.8998973535824915,13.527828485512494,1.6759225386801049,5.8998973535824915,6.839476438228843,6.721425700790643,6.257667587882639
3482,337.0,5997134.0,36381,3.0,126.0,R,7.2,1,1,0,1,1,0,0,0,0,0,0,8,2,3,4,5.997134,4.553876891600541,7.549082710812286,2.995732273553991,13.815510557964274,1.7912816884423242,2.995732273553991,6.045005314036012,5.924255797414532,5.8998973535824915
3483,200.0,2268296.0,41856,4.0,119.0,PG-13,6.9,0,0,0,1,0,1,0,0,0,0,0,7,4,3,6,0.3489686153846154,4.7535901911063645,9.486455808056498,4.859812404361672,15.687312734865866,-1.052773288088121,4.859812404361672,9.210340371976184,6.822197390620491,6.661854740545311
3484,102.0,5308553.0,5147,2.0,37.0,PG,6.4,0,0,0,1,0,0,0,0,0,0,0,6,3,3,4,0.1800733781873145,4.795790545596741,8.089482474360754,3.4965075614664802,17.19922070593898,-1.71439085456511,3.4965075614664802,6.907755278982137,6.823286122355687,6.22455842927536
3485,495.0,202853933.0,321227,0.0,1067.0,PG-13,6.7,0,0,0,0,0,0,1,0,1,0,0,8,5,4,6,1.014269665,4.955827057601261,10.262245325878965,6.139884552226255,19.11382792451231,0.014168811627331081,6.139884552226255,9.615805480084347,9.210340371976184,6.715383386334681
3486,276.0,47105085.0,136973,1.0,275.0,R,7.4,0,0,1,1,0,0,0,0,0,0,0,7,7,6,5,0.9421016999999999,4.948759890378168,10.31503413096016,4.2626798770413155,17.72753356339242,-0.059642048449788494,4.2626798770413155,9.95227771670556,8.006367567650246,8.006367567650246
3490,256.0,131175.0,30219,2.0,200.0,PG-13,5.6,0,0,0,1,0,1,0,0,0,0,0,6,3,3,4,0.015432352941176468,4.553876891600541,7.541683099882111,2.1972245773362196,15.955576721460545,-4.171289132905632,2.1972245773362196,6.369900982828227,6.063785208687608,6.059123195581797
3491,42.0,35010192.0,6352,1.0,43.0,PG-13,5.4,0,1,0,1,1,0,0,0,0,0,0,6,3,3,5,1.1875935955478816,4.700480365792417,7.70796153183549,0.0,17.19922070593898,0.17192907112421799,0.0,6.744059186311348,6.391917113392602,6.194405391104672
3492,474.0,44988180.0,195333,2.0,409.0,R,8.1,1,0,1,1,0,0,0,0,0,1,0,9,3,2,3,2.249409,4.852030263919617,6.964135612418245,5.736572297479192,16.811242831518264,0.8106675150467312,5.736572297479192,6.61338421837956,5.123963979403259,4.343805421853684
3493,481.0,4105123.0,148221,0.0,316.0,R,7.6,0,0,1,0,0,1,0,0,1,0,0,8,3,3,3,3.73193,4.624972813284271,7.275864600546533,5.823045895483019,13.9108207377686,1.3169255261103674,5.823045895483019,6.907755278982137,5.834810737062605,4.0943445622221
3494,224.0,17609982.0,90046,0.0,141.0,R,6.2,0,0,1,0,1,1,0,0,1,0,0,8,7,4,6,0.5031423428571429,4.770684624465665,10.256922252549908,4.927253685157205,17.37085861945369,-0.6868821611283289,4.927253685157205,10.165851817003619,6.875232087276577,6.126869184114185
